0, 1, 1.0000000E+00 
1, 0, 1.0000000E+00 
1, 1, 3.1652374E+00 
1, 2, 1.9330768E+00 
1, 3, 3.5833135E-01 
1, 4, 2.0148165E-02 
2, 0, 1.3820999E+00 
2, 1, 9.9403146E+00 
2, 2, 2.2333498E+01 
2, 3, 1.8272054E+01 
2, 4, 5.7078716E+00 
2, 5, 6.1234951E+00 
3, 0, 2.9489905E+00 
3, 1, 3.4913740E+01 
3, 2, 1.5456767E+02 
3, 3, 2.8937745E+02 
3, 4, 2.7500146E+02 
3, 5, 2.6705931E+02 
3, 6, 1.4347031E+03 
4, 0, 8.9535836E+00 
4, 1, 1.3445699E+02 
4, 2, 9.5998720E+02 
4, 3, 4.2383423E+03 
4, 4, 9.0606363E+03 
4, 5, 8.2061974E+03 
4, 6, 8.4997237E+03 
5, 0, 4.5314154E+01 
5, 1, 1.1212403E+03 
5, 2, 7.4051319E+03 
5, 3, 8.0986073E+04 
5, 4, 2.6867200E+05 
5, 5, 5.8971335E+05 
5, 6, 1.3566322E+06 
5, 7, 6.1699429E+05 
6, 0, 2.0843905E+02 
6, 1, 4.7076948E+03 
6, 2, 7.8966763E+04 
6, 3, 6.7327925E+05 
6, 4, 3.8843572E+06 
6, 5, 1.1290664E+07 
6, 6, 2.1699594E+07 
6, 7, 7.1730309E+07 
6, 8, 2.3619170E+08 
6, 9, 2.0454962E+09 
7, 0, 6.2995283E+02 
7, 1, 3.7389899E+04 
7, 2, 8.1768851E+05 
7, 3, 8.7379918E+06 
7, 4, 6.2469613E+07 
7, 5, 3.0334761E+08 
7, 6, 9.7669532E+08 
7, 7, 1.4362925E+09 
7, 8, 6.4494228E+08 
8, 0, 1.2724082E+04 
8, 1, 5.7151331E+05 
8, 2, 1.1731200E+07 
8, 3, 1.2388671E+08 
8, 4, 1.1242360E+09 
8, 5, 8.7738081E+09 
8, 6, 3.0063325E+10 
8, 7, 8.7243496E+10 
8, 8, 2.3963473E+11 
8, 9, 2.5034664E+11 
9, 0, 4.1144185E+04 
9, 1, 3.3296214E+06 
9, 2, 1.1051785E+08 
9, 3, 1.8967111E+09 
9, 4, 2.0436960E+10 
9, 5, 1.3587539E+11 
9, 6, 6.4642256E+11 
9, 7, 3.3767997E+12 
9, 8, 2.9557823E+12 
10, 1, 6.4234257E+07 
10, 2, 2.4871466E+09 
10, 3, 4.7876857E+10 
10, 4, 5.8655742E+11 
10, 5, 5.3600117E+12 
10, 6, 3.3949854E+13 
10, 7, 1.6188263E+14 
10, 8, 3.5234855E+14 
10, 9, 8.5497763E+14 
11, 1, 2.2211916E+08 
11, 2, 7.2113026E+09 
11, 3, 1.9742452E+11 
11, 4, 3.6161697E+12 
11, 5, 5.1146265E+13 
11, 6, 5.3983439E+14 
11, 7, 3.6801504E+15 
11, 8, 1.6401815E+16 
11, 9, 6.3472024E+16 
11, 10, 8.3594149E+16 
12, 0, 2.5170667E+08 
12, 1, 1.9725541E+09 
12, 2, 1.4437978E+11 
12, 3, 2.8175179E+12 
12, 4, 5.0775663E+13 
12, 5, 7.5561337E+14 
12, 6, 9.3267608E+15 
12, 7, 6.8531394E+16 
12, 8, 2.8408031E+17 
12, 9, 1.0537041E+18 
12, 10, 3.5792361E+18 
13, 2, 6.6985573E+11 
13, 3, 1.8515628E+13 
13, 4, 6.6386156E+14 
13, 5, 1.3868990E+15 
13, 6, 2.8922324E+16 
13, 7, 2.2202442E+17 
13, 8, 1.6234937E+18 
13, 9, 8.6139241E+18 
13, 10, 5.8481204E+19 
13, 11, 1.0933093E+20 
14, 2, 2.2697569E+13 
14, 3, 1.4945276E+14 
14, 4, 4.8029946E+15 
14, 5, 1.9181527E+17 
14, 6, 3.2383284E+18 
14, 7, 4.0532310E+19 
14, 8, 3.2913260E+20 
14, 9, 1.6671488E+21 
14, 10, 1.1572623E+22 
14, 11, 5.2047232E+22 
14, 12, 3.2475427E+23 
14, 13, 1.2119257E+24 
15, 2, 1.9244988E+14 
15, 3, 1.3056978E+16 
15, 4, 4.5770648E+17 
15, 5, 2.2555027E+18 
15, 6, 3.6321469E+19 
15, 7, 4.5458997E+20 
15, 8, 5.4954104E+21 
15, 9, 3.9199635E+22 
15, 10, 2.1850741E+23 
15, 11, 4.4912879E+24 
15, 12, 1.4304950E+25 
15, 13, 6.3007173E+25 
15, 14, 2.7630669E+26 
16, 2, 5.2474741E+15 
16, 3, 3.5859601E+17 
16, 4, 1.4828606E+19 
16, 5, 3.4966897E+20 
16, 6, 6.5789667E+21 
16, 7, 1.0302139E+23 
16, 8, 1.2148389E+24 
16, 9, 1.1719900E+25 
16, 10, 8.6842550E+25 
16, 11, 5.3055271E+26 
16, 12, 2.5061211E+27 
16, 13, 6.6789749E+27 
16, 14, 2.5679945E+28 
16, 15, 2.0231497E+28 
17, 2, 1.2703537E+17 
17, 3, 1.8300128E+19 
17, 4, 5.3645946E+20 
17, 5, 8.5017018E+21 
17, 6, 1.7968543E+23 
17, 7, 3.3435370E+24 
17, 8, 4.5706706E+25 
17, 9, 4.7599408E+26 
17, 10, 4.7334507E+27 
17, 11, 3.1187741E+28 
17, 12, 1.8918963E+29 
17, 13, 8.8186389E+29 
17, 14, 3.9820322E+30 
17, 15, 1.2766525E+31 
17, 16, 6.1950608E+31 
18, 3, 5.0614076E+19 
18, 4, 3.5159754E+21 
18, 5, 1.5477336E+23 
18, 6, 2.4598782E+24 
18, 7, 4.7765023E+25 
18, 8, 5.4030442E+26 
18, 9, 6.8180697E+27 
18, 10, 6.8778060E+28 
18, 11, 1.0927285E+30 
18, 12, 2.5276556E+30 
18, 13, 2.3474194E+31 
18, 14, 1.0769079E+32 
18, 15, 6.0280334E+32 
18, 16, 4.5119687E+33 
18, 17, 1.9452111E+34 
18, 18, 1.0875943E+35 
19, 3, 2.3886588E+22 
19, 4, 6.7487672E+22 
19, 5, 2.4774126E+24 
19, 6, 9.0605259E+25 
19, 7, 1.9983100E+27 
19, 8, 3.4832841E+28 
19, 9, 4.8372387E+29 
19, 10, 5.1898925E+30 
19, 11, 4.7671843E+31 
19, 12, 3.8162428E+32 
19, 13, 2.6113674E+33 
19, 14, 1.3461205E+34 
19, 15, 6.0743618E+34 
19, 16, 2.1513539E+35 
19, 17, 7.4339950E+35 
20, 4, 5.7305930E+23 
20, 5, 3.0977117E+25 
20, 6, 1.2025441E+27 
20, 7, 3.2866726E+28 
20, 8, 6.8536076E+29 
20, 9, 1.2449616E+31 
20, 10, 1.8531096E+32 
20, 11, 2.0626799E+33 
20, 12, 2.1032660E+34 
20, 13, 1.6380010E+35 
20, 14, 9.5866686E+35 
20, 15, 5.6702970E+36 
20, 16, 1.9446969E+37 
20, 17, 2.0176159E+37 
20, 18, 3.5732535E+37 
21, 3, 4.7768025E+23 
21, 4, 3.1680977E+25 
21, 5, 2.7901199E+26 
21, 6, 1.6631428E+28 
21, 7, 5.2040880E+29 
21, 8, 1.4648598E+31 
21, 9, 2.7854050E+32 
21, 10, 4.2359832E+33 
21, 11, 5.7798505E+34 
21, 12, 6.0723612E+35 
21, 13, 5.5382094E+36 
21, 14, 3.9755295E+37 
21, 15, 2.3977401E+38 
21, 16, 1.0599700E+39 
21, 17, 4.5082503E+39 
21, 18, 1.0493236E+40 
21, 19, 4.2481994E+40 
22, 5, 2.1223712E+28 
22, 6, 5.1359176E+29 
22, 7, 1.8066207E+31 
22, 8, 4.0332401E+32 
22, 9, 5.5947926E+33 
22, 10, 9.9787164E+34 
22, 11, 1.2119468E+36 
22, 12, 1.9327619E+37 
22, 13, 1.9692534E+38 
22, 14, 1.2908643E+39 
22, 15, 9.0274851E+39 
22, 16, 4.5113681E+40 
22, 17, 2.9502251E+41 
22, 18, 7.6380242E+41 
22, 19, 1.2030630E+42 
23, 6, 4.5387797E+30 
23, 7, 1.2192521E+32 
23, 8, 4.6315970E+33 
23, 9, 1.0874370E+35 
23, 10, 3.4051797E+36 
23, 11, 6.9062184E+37 
23, 12, 1.0066974E+39 
23, 13, 1.2252296E+40 
23, 14, 1.3097020E+41 
23, 15, 1.1861576E+42 
23, 16, 9.8682174E+42 
23, 17, 7.2377143E+43 
23, 18, 4.5846841E+44 
23, 19, 2.0425007E+45 
23, 20, 1.3430170E+46 
23, 21, 3.7760393E+45 
24, 7, 2.4089367E+33 
24, 8, 8.2982614E+34 
24, 9, 1.3615199E+36 
24, 10, 2.9500267E+37 
24, 11, 5.2561353E+38 
24, 12, 9.5301830E+39 
24, 13, 1.0280346E+41 
24, 14, 6.8025028E+41 
24, 15, 1.6320109E+43 
24, 16, 5.3144552E+44 
24, 17, 4.1652963E+45 
24, 18, 2.7512349E+46 
24, 19, 1.5986495E+47 
24, 20, 1.1839595E+48 
24, 21, 5.8676621E+48 
24, 22, 6.0085126E+50 
24, 23, 4.3512379E+51 
25, 8, 3.9326733E+36 
25, 9, 1.0470232E+38 
25, 10, 2.8526229E+39 
25, 11, 6.5234666E+40 
25, 12, 1.0353227E+42 
25, 13, 1.4773889E+43 
25, 14, 1.9780218E+44 
25, 15, 2.1040477E+45 
